"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","GGEXP","TOT","PC_GDP","A","2010",52.4223160166639,
"BEL","GGEXP","TOT","PC_GDP","A","2011",53.3576888785722,
"BEL","GGEXP","TOT","PC_GDP","A","2012",54.9023666882626,
"BEL","GGEXP","TOT","PC_GDP","A","2013",54.7690470309321,
"CZE","GGEXP","TOT","PC_GDP","A","1995",51.8118617948694,
"CZE","GGEXP","TOT","PC_GDP","A","1996",40.8720075117702,
"CZE","GGEXP","TOT","PC_GDP","A","1997",41.4528971576979,
"CZE","GGEXP","TOT","PC_GDP","A","1998",41.7239533330502,
"CZE","GGEXP","TOT","PC_GDP","A","1999",41.0416573548474,
"CZE","GGEXP","TOT","PC_GDP","A","2000",40.3513822214167,
"CZE","GGEXP","TOT","PC_GDP","A","2001",42.501850602436,
"CZE","GGEXP","TOT","PC_GDP","A","2002",44.3138762163346,
"CZE","GGEXP","TOT","PC_GDP","A","2003",48.5112076662443,
"CZE","GGEXP","TOT","PC_GDP","A","2004",42.1458239307183,
"CZE","GGEXP","TOT","PC_GDP","A","2005",41.8174557669618,
"CZE","GGEXP","TOT","PC_GDP","A","2006",40.7975065659082,
"CZE","GGEXP","TOT","PC_GDP","A","2007",39.9519131775274,
"CZE","GGEXP","TOT","PC_GDP","A","2008",40.1591544041286,
"CZE","GGEXP","TOT","PC_GDP","A","2009",43.6189561650731,
"CZE","GGEXP","TOT","PC_GDP","A","2010",42.9677278039969,
"CZE","GGEXP","TOT","PC_GDP","A","2011",42.4807042168437,
"CZE","GGEXP","TOT","PC_GDP","A","2012",43.873901737179,
"CZE","GGEXP","TOT","PC_GDP","A","2013",42.1081212202078,
"DNK","GGEXP","TOT","PC_GDP","A","1995",58.5259883664276,
"DNK","GGEXP","TOT","PC_GDP","A","1996",57.9984522400241,
"DNK","GGEXP","TOT","PC_GDP","A","1997",55.9075200086552,
"DNK","GGEXP","TOT","PC_GDP","A","1998",55.3952198504538,
"DNK","GGEXP","TOT","PC_GDP","A","1999",54.5332741049084,
"DNK","GGEXP","TOT","PC_GDP","A","2000",52.6867418487435,
"DNK","GGEXP","TOT","PC_GDP","A","2001",52.8374124879878,
"DNK","GGEXP","TOT","PC_GDP","A","2002",53.2142985284389,
"DNK","GGEXP","TOT","PC_GDP","A","2003",53.6393710531609,
"DNK","GGEXP","TOT","PC_GDP","A","2004",53.0248123033096,
"DNK","GGEXP","TOT","PC_GDP","A","2005",51.2236695393804,
"DNK","GGEXP","TOT","PC_GDP","A","2006",49.8163661895998,
"DNK","GGEXP","TOT","PC_GDP","A","2007",49.5794841956138,
"DNK","GGEXP","TOT","PC_GDP","A","2008",50.5208141984605,
"DNK","GGEXP","TOT","PC_GDP","A","2009",56.7977912909357,
"DNK","GGEXP","TOT","PC_GDP","A","2010",57.0600645262083,
"DNK","GGEXP","TOT","PC_GDP","A","2011",56.8432816771426,
"DNK","GGEXP","TOT","PC_GDP","A","2012",58.8094252185181,
"DNK","GGEXP","TOT","PC_GDP","A","2013",57.0774488666996,
"DNK","GGEXP","TOT","PC_GDP","A","2014",56.8927992639076,
"FIN","GGEXP","TOT","PC_GDP","A","1990",47.8518844083068,
"FIN","GGEXP","TOT","PC_GDP","A","1991",56.6431314827166,
"FIN","GGEXP","TOT","PC_GDP","A","1992",61.7357280912648,
"FIN","GGEXP","TOT","PC_GDP","A","1993",64.1181135420068,
"FIN","GGEXP","TOT","PC_GDP","A","1994",62.5451701040014,
"FIN","GGEXP","TOT","PC_GDP","A","1995",61.0525995373189,
"FIN","GGEXP","TOT","PC_GDP","A","1996",59.512051734274,
"FIN","GGEXP","TOT","PC_GDP","A","1997",56.0927594863552,
"FIN","GGEXP","TOT","PC_GDP","A","1998",52.3649715073682,
"FIN","GGEXP","TOT","PC_GDP","A","1999",50.9592430056018,
"FIN","GGEXP","TOT","PC_GDP","A","2000",48.0144722260955,
"FIN","GGEXP","TOT","PC_GDP","A","2001",47.3382858962731,
"FIN","GGEXP","TOT","PC_GDP","A","2002",48.5248400083621,
"FIN","GGEXP","TOT","PC_GDP","A","2003",49.383449122182,
"FIN","GGEXP","TOT","PC_GDP","A","2004",49.307470484676,
"FIN","GGEXP","TOT","PC_GDP","A","2005",49.2770109558542,
"FIN","GGEXP","TOT","PC_GDP","A","2006",48.3431239644525,
"FIN","GGEXP","TOT","PC_GDP","A","2007",46.7992968314539,
"FIN","GGEXP","TOT","PC_GDP","A","2008",48.263134256702,
"FIN","GGEXP","TOT","PC_GDP","A","2009",54.7613918211999,
"FIN","GGEXP","TOT","PC_GDP","A","2010",54.7659005879209,
"FIN","GGEXP","TOT","PC_GDP","A","2011",54.3554343243477,
"FIN","GGEXP","TOT","PC_GDP","A","2012",56.1426075988648,
"FIN","GGEXP","TOT","PC_GDP","A","2013",57.5590772554416,
"FRA","GGEXP","TOT","PC_GDP","A","1995",54.1844800717081,
"FRA","GGEXP","TOT","PC_GDP","A","1996",54.2633146669844,
"FRA","GGEXP","TOT","PC_GDP","A","1997",53.9162862697819,
"FRA","GGEXP","TOT","PC_GDP","A","1998",52.3438741926557,
"FRA","GGEXP","TOT","PC_GDP","A","1999",52.0566924615757,
"FRA","GGEXP","TOT","PC_GDP","A","2000",51.1284229547776,
"FRA","GGEXP","TOT","PC_GDP","A","2001",51.2147577185201,
"FRA","GGEXP","TOT","PC_GDP","A","2002",52.2984032080107,
"FRA","GGEXP","TOT","PC_GDP","A","2003",52.7840443424423,
"FRA","GGEXP","TOT","PC_GDP","A","2004",52.5237905959924,
"FRA","GGEXP","TOT","PC_GDP","A","2005",52.8780831364724,
"FRA","GGEXP","TOT","PC_GDP","A","2006",52.4931917527264,
"FRA","GGEXP","TOT","PC_GDP","A","2007",52.2271505445425,
"FRA","GGEXP","TOT","PC_GDP","A","2008",52.9904551945287,
"FRA","GGEXP","TOT","PC_GDP","A","2009",56.7611836306747,
"FRA","GGEXP","TOT","PC_GDP","A","2010",56.443719004584,
"FRA","GGEXP","TOT","PC_GDP","A","2011",55.919290394137,
"FRA","GGEXP","TOT","PC_GDP","A","2012",56.7999677995754,
"FRA","GGEXP","TOT","PC_GDP","A","2013",57.0496063196736,
"DEU","GGEXP","TOT","PC_GDP","A","1995",54.5667972699697,
"DEU","GGEXP","TOT","PC_GDP","A","1996",48.7857676813821,
"DEU","GGEXP","TOT","PC_GDP","A","1997",47.9389860148748,
"DEU","GGEXP","TOT","PC_GDP","A","1998",47.5759452589645,
"DEU","GGEXP","TOT","PC_GDP","A","1999",47.5333675564682,
"DEU","GGEXP","TOT","PC_GDP","A","2000",44.627541956456,
"DEU","GGEXP","TOT","PC_GDP","A","2001",46.8404247998715,
"DEU","GGEXP","TOT","PC_GDP","A","2002",47.193894871203,
"DEU","GGEXP","TOT","PC_GDP","A","2003",47.7067493063313,
"DEU","GGEXP","TOT","PC_GDP","A","2004",46.2332754930371,
"DEU","GGEXP","TOT","PC_GDP","A","2005",46.0431751605921,
"DEU","GGEXP","TOT","PC_GDP","A","2006",44.5273581949232,
"DEU","GGEXP","TOT","PC_GDP","A","2007",42.6936651241629,
"DEU","GGEXP","TOT","PC_GDP","A","2008",43.4200582416639,
"DEU","GGEXP","TOT","PC_GDP","A","2009",47.3646901978637,
"DEU","GGEXP","TOT","PC_GDP","A","2010",47.1023929676054,
"DEU","GGEXP","TOT","PC_GDP","A","2011",44.4948429962414,
"DEU","GGEXP","TOT","PC_GDP","A","2012",44.1122597881562,
"DEU","GGEXP","TOT","PC_GDP","A","2013",44.1453903474876,
"HUN","GGEXP","TOT","PC_GDP","A","1995",55.3768284949674,
"HUN","GGEXP","TOT","PC_GDP","A","1996",51.0183330531192,
"HUN","GGEXP","TOT","PC_GDP","A","1997",49.5805193976127,
"HUN","GGEXP","TOT","PC_GDP","A","1998",50.7707194625672,
"HUN","GGEXP","TOT","PC_GDP","A","1999",48.6975754231157,
"HUN","GGEXP","TOT","PC_GDP","A","2000",47.2064122697836,
"HUN","GGEXP","TOT","PC_GDP","A","2001",47.2460980420245,
"HUN","GGEXP","TOT","PC_GDP","A","2002",50.9503570785469,
"HUN","GGEXP","TOT","PC_GDP","A","2003",49.1288114515386,
"HUN","GGEXP","TOT","PC_GDP","A","2004",48.6309820680728,
"HUN","GGEXP","TOT","PC_GDP","A","2005",49.5551132720667,
"HUN","GGEXP","TOT","PC_GDP","A","2006",51.6572799924437,
"HUN","GGEXP","TOT","PC_GDP","A","2007",50.0651248435655,
"HUN","GGEXP","TOT","PC_GDP","A","2008",48.7467340086393,
"HUN","GGEXP","TOT","PC_GDP","A","2009",50.633355802077,
"HUN","GGEXP","TOT","PC_GDP","A","2010",49.5553827588253,
"HUN","GGEXP","TOT","PC_GDP","A","2011",49.7521133456928,
"HUN","GGEXP","TOT","PC_GDP","A","2012",48.5931673131749,
"HUN","GGEXP","TOT","PC_GDP","A","2013",49.3533328865237,
"ISL","GGEXP","TOT","PC_GDP","A","2013",44.1196279342098,
"IRL","GGEXP","TOT","PC_GDP","A","1995",40.8538922355013,
"IRL","GGEXP","TOT","PC_GDP","A","1996",39.0276641770678,
"IRL","GGEXP","TOT","PC_GDP","A","1997",36.5299896240691,
"IRL","GGEXP","TOT","PC_GDP","A","1998",34.6189030838695,
"IRL","GGEXP","TOT","PC_GDP","A","1999",33.9910807721361,
"IRL","GGEXP","TOT","PC_GDP","A","2000",30.9025267778345,
"IRL","GGEXP","TOT","PC_GDP","A","2001",32.5128986313871,
"IRL","GGEXP","TOT","PC_GDP","A","2002",33.0297426426133,
"IRL","GGEXP","TOT","PC_GDP","A","2003",32.9265323809176,
"IRL","GGEXP","TOT","PC_GDP","A","2004",33.0863483912514,
"IRL","GGEXP","TOT","PC_GDP","A","2005",33.3127143229195,
"IRL","GGEXP","TOT","PC_GDP","A","2006",33.8300436340628,
"IRL","GGEXP","TOT","PC_GDP","A","2007",35.8884607245825,
"IRL","GGEXP","TOT","PC_GDP","A","2008",41.847855392552,
"IRL","GGEXP","TOT","PC_GDP","A","2009",47.1754787910396,
"IRL","GGEXP","TOT","PC_GDP","A","2010",65.5642748989908,
"IRL","GGEXP","TOT","PC_GDP","A","2011",45.4224031971205,
"IRL","GGEXP","TOT","PC_GDP","A","2012",41.7248956831268,
"IRL","GGEXP","TOT","PC_GDP","A","2013",39.5423236306707,
"ITA","GGEXP","TOT","PC_GDP","A","1995",51.7857224018368,
"ITA","GGEXP","TOT","PC_GDP","A","1996",51.6212868845694,
"ITA","GGEXP","TOT","PC_GDP","A","1997",49.6050466128919,
"ITA","GGEXP","TOT","PC_GDP","A","1998",48.2933565022679,
"ITA","GGEXP","TOT","PC_GDP","A","1999",47.3488948752107,
"ITA","GGEXP","TOT","PC_GDP","A","2000",45.479893939101,
"ITA","GGEXP","TOT","PC_GDP","A","2001",47.4991905051254,
"ITA","GGEXP","TOT","PC_GDP","A","2002",46.7667555020536,
"ITA","GGEXP","TOT","PC_GDP","A","2003",47.2243921291059,
"ITA","GGEXP","TOT","PC_GDP","A","2004",46.8170812536626,
"ITA","GGEXP","TOT","PC_GDP","A","2005",47.1222885158838,
"ITA","GGEXP","TOT","PC_GDP","A","2006",47.6076488591978,
"ITA","GGEXP","TOT","PC_GDP","A","2007",46.769218571173,
"ITA","GGEXP","TOT","PC_GDP","A","2008",47.8074601645061,
"ITA","GGEXP","TOT","PC_GDP","A","2009",51.1332508024952,
"ITA","GGEXP","TOT","PC_GDP","A","2010",49.8534459747813,
"ITA","GGEXP","TOT","PC_GDP","A","2011",49.1155014346091,
"ITA","GGEXP","TOT","PC_GDP","A","2012",50.8041115368032,
"ITA","GGEXP","TOT","PC_GDP","A","2013",50.8750817952159,
"JPN","GGEXP","TOT","PC_GDP","A","2005",36.4474313508751,
"JPN","GGEXP","TOT","PC_GDP","A","2006",35.9574846009469,
"JPN","GGEXP","TOT","PC_GDP","A","2007",35.8985775530669,
"JPN","GGEXP","TOT","PC_GDP","A","2008",37.6247408018965,
"JPN","GGEXP","TOT","PC_GDP","A","2009",41.8631498537479,
"JPN","GGEXP","TOT","PC_GDP","A","2010",40.6101648394932,
"JPN","GGEXP","TOT","PC_GDP","A","2011",42.1895700247056,
"JPN","GGEXP","TOT","PC_GDP","A","2012",41.9549224769654,
"JPN","GGEXP","TOT","PC_GDP","A","2013",42.38309367502,
"KOR","GGEXP","TOT","PC_GDP","A","1970",19.9584943466438,
"KOR","GGEXP","TOT","PC_GDP","A","1971",20.7963184108584,
"KOR","GGEXP","TOT","PC_GDP","A","1972",19.8976477768909,
"KOR","GGEXP","TOT","PC_GDP","A","1973",18.5979867597715,
"KOR","GGEXP","TOT","PC_GDP","A","1974",19.1994822269318,
"KOR","GGEXP","TOT","PC_GDP","A","1975",22.9707475416702,
"KOR","GGEXP","TOT","PC_GDP","A","1976",21.5052868204146,
"KOR","GGEXP","TOT","PC_GDP","A","1977",22.0536384399821,
"KOR","GGEXP","TOT","PC_GDP","A","1978",20.5278322829705,
"KOR","GGEXP","TOT","PC_GDP","A","1979",21.2487080564513,
"KOR","GGEXP","TOT","PC_GDP","A","1980",23.0078563411897,
"KOR","GGEXP","TOT","PC_GDP","A","1981",25.6236314978509,
"KOR","GGEXP","TOT","PC_GDP","A","1982",23.8482832852022,
"KOR","GGEXP","TOT","PC_GDP","A","1983",22.8906578658909,
"KOR","GGEXP","TOT","PC_GDP","A","1984",21.1637955394345,
"KOR","GGEXP","TOT","PC_GDP","A","1985",21.5299015584666,
"KOR","GGEXP","TOT","PC_GDP","A","1986",20.45518370938,
"KOR","GGEXP","TOT","PC_GDP","A","1987",19.420339769843,
"KOR","GGEXP","TOT","PC_GDP","A","1988",19.6146547523693,
"KOR","GGEXP","TOT","PC_GDP","A","1989",20.7976491884685,
"KOR","GGEXP","TOT","PC_GDP","A","1990",21.4028666906409,
"KOR","GGEXP","TOT","PC_GDP","A","1991",22.2751271364534,
"KOR","GGEXP","TOT","PC_GDP","A","1992",23.1402648102189,
"KOR","GGEXP","TOT","PC_GDP","A","1993",22.8237351313575,
"KOR","GGEXP","TOT","PC_GDP","A","1994",21.5876774532296,
"KOR","GGEXP","TOT","PC_GDP","A","1995",21.9700037605458,
"KOR","GGEXP","TOT","PC_GDP","A","1996",22.4953485549344,
"KOR","GGEXP","TOT","PC_GDP","A","1997",23.2626330944395,
"KOR","GGEXP","TOT","PC_GDP","A","1998",26.3657992117096,
"KOR","GGEXP","TOT","PC_GDP","A","1999",25.6757122194009,
"KOR","GGEXP","TOT","PC_GDP","A","2000",24.7122804929465,
"KOR","GGEXP","TOT","PC_GDP","A","2001",26.4091498999731,
"KOR","GGEXP","TOT","PC_GDP","A","2002",26.0712374706161,
"KOR","GGEXP","TOT","PC_GDP","A","2003",32.5701710153946,
"KOR","GGEXP","TOT","PC_GDP","A","2004",29.6279330084674,
"KOR","GGEXP","TOT","PC_GDP","A","2005",29.4838873738812,
"KOR","GGEXP","TOT","PC_GDP","A","2006",30.1113311814881,
"KOR","GGEXP","TOT","PC_GDP","A","2007",29.6746882697642,
"KOR","GGEXP","TOT","PC_GDP","A","2008",32.005106056883,
"KOR","GGEXP","TOT","PC_GDP","A","2009",34.8844298875114,
"KOR","GGEXP","TOT","PC_GDP","A","2010",31.0014715784615,
"KOR","GGEXP","TOT","PC_GDP","A","2011",32.3464880192634,
"KOR","GGEXP","TOT","PC_GDP","A","2012",32.7278454560495,
"KOR","GGEXP","TOT","PC_GDP","A","2013",31.7599678868462,
"LUX","GGEXP","TOT","PC_GDP","A","1995",39.0443351083896,
"LUX","GGEXP","TOT","PC_GDP","A","1996",40.1531918518369,
"LUX","GGEXP","TOT","PC_GDP","A","1997",39.4823488690641,
"LUX","GGEXP","TOT","PC_GDP","A","1998",39.8932349254585,
"LUX","GGEXP","TOT","PC_GDP","A","1999",38.0580032439394,
"LUX","GGEXP","TOT","PC_GDP","A","2000",36.8692889900348,
"LUX","GGEXP","TOT","PC_GDP","A","2001",37.441138839652,
"LUX","GGEXP","TOT","PC_GDP","A","2002",40.980389781853,
"LUX","GGEXP","TOT","PC_GDP","A","2003",42.6533680098001,
"LUX","GGEXP","TOT","PC_GDP","A","2004",42.9865331429295,
"LUX","GGEXP","TOT","PC_GDP","A","2005",43.0445457144299,
"LUX","GGEXP","TOT","PC_GDP","A","2006",39.7076263196176,
"LUX","GGEXP","TOT","PC_GDP","A","2007",37.6602359238538,
"LUX","GGEXP","TOT","PC_GDP","A","2008",39.6392579567248,
"LUX","GGEXP","TOT","PC_GDP","A","2009",45.2778467086869,
"LUX","GGEXP","TOT","PC_GDP","A","2010",44.1996179681471,
"LUX","GGEXP","TOT","PC_GDP","A","2011",42.906417473222,
"LUX","GGEXP","TOT","PC_GDP","A","2012",44.0831594915328,
"LUX","GGEXP","TOT","PC_GDP","A","2013",43.0620892071739,
"NLD","GGEXP","TOT","PC_GDP","A","1995",53.5272222068537,
"NLD","GGEXP","TOT","PC_GDP","A","1996",46.9290013021903,
"NLD","GGEXP","TOT","PC_GDP","A","1997",45.3538871276657,
"NLD","GGEXP","TOT","PC_GDP","A","1998",44.1113237352786,
"NLD","GGEXP","TOT","PC_GDP","A","1999",43.4714274005756,
"NLD","GGEXP","TOT","PC_GDP","A","2000",41.7715444995213,
"NLD","GGEXP","TOT","PC_GDP","A","2001",43.1398627217346,
"NLD","GGEXP","TOT","PC_GDP","A","2002",43.9129546755214,
"NLD","GGEXP","TOT","PC_GDP","A","2003",44.7426436484425,
"NLD","GGEXP","TOT","PC_GDP","A","2004",43.6419125127162,
"NLD","GGEXP","TOT","PC_GDP","A","2005",42.3167506401104,
"NLD","GGEXP","TOT","PC_GDP","A","2006",43.0408900368086,
"NLD","GGEXP","TOT","PC_GDP","A","2007",42.4525502217584,
"NLD","GGEXP","TOT","PC_GDP","A","2008",43.5655693461605,
"NLD","GGEXP","TOT","PC_GDP","A","2009",48.1808465848366,
"NLD","GGEXP","TOT","PC_GDP","A","2010",48.2092185104954,
"NLD","GGEXP","TOT","PC_GDP","A","2011",47.0143670607485,
"NLD","GGEXP","TOT","PC_GDP","A","2012",47.1252270740463,
"NLD","GGEXP","TOT","PC_GDP","A","2013",46.2141453499002,
"NOR","GGEXP","TOT","PC_GDP","A","2002",46.7065680199926,
"NOR","GGEXP","TOT","PC_GDP","A","2003",47.8695219166554,
"NOR","GGEXP","TOT","PC_GDP","A","2004",44.9782012266124,
"NOR","GGEXP","TOT","PC_GDP","A","2005",42.0638208655657,
"NOR","GGEXP","TOT","PC_GDP","A","2006",40.80838274699,
"NOR","GGEXP","TOT","PC_GDP","A","2007",41.4443237280843,
"NOR","GGEXP","TOT","PC_GDP","A","2008",40.246413191166,
"NOR","GGEXP","TOT","PC_GDP","A","2009",46.0876207660376,
"NOR","GGEXP","TOT","PC_GDP","A","2010",45.0070248551305,
"NOR","GGEXP","TOT","PC_GDP","A","2011",43.8137474825151,
"NOR","GGEXP","TOT","PC_GDP","A","2012",42.9330421339751,
"NOR","GGEXP","TOT","PC_GDP","A","2013",44.0390237099115,
"PRT","GGEXP","TOT","PC_GDP","A","1995",42.6239469022653,
"PRT","GGEXP","TOT","PC_GDP","A","1996",43.1492585089748,
"PRT","GGEXP","TOT","PC_GDP","A","1997",42.4483152337721,
"PRT","GGEXP","TOT","PC_GDP","A","1998",42.6984226054034,
"PRT","GGEXP","TOT","PC_GDP","A","1999",42.55269727276,
"PRT","GGEXP","TOT","PC_GDP","A","2000",42.6440925501827,
"PRT","GGEXP","TOT","PC_GDP","A","2001",44.1132394361137,
"PRT","GGEXP","TOT","PC_GDP","A","2002",43.7186228834554,
"PRT","GGEXP","TOT","PC_GDP","A","2003",45.3225786179732,
"PRT","GGEXP","TOT","PC_GDP","A","2004",46.0642255541096,
"PRT","GGEXP","TOT","PC_GDP","A","2005",46.6768329907619,
"PRT","GGEXP","TOT","PC_GDP","A","2006",45.2415947996951,
"PRT","GGEXP","TOT","PC_GDP","A","2007",44.486599207306,
"PRT","GGEXP","TOT","PC_GDP","A","2008",45.3355003283846,
"PRT","GGEXP","TOT","PC_GDP","A","2009",50.223470529961,
"PRT","GGEXP","TOT","PC_GDP","A","2010",51.8186002439662,
"PRT","GGEXP","TOT","PC_GDP","A","2011",49.9798264799127,
"PRT","GGEXP","TOT","PC_GDP","A","2012",48.8228869316114,
"PRT","GGEXP","TOT","PC_GDP","A","2013",50.3522986262816,
"SVK","GGEXP","TOT","PC_GDP","A","1995",48.1526307977262,
"SVK","GGEXP","TOT","PC_GDP","A","1996",53.087239180575,
"SVK","GGEXP","TOT","PC_GDP","A","1997",48.239008038053,
"SVK","GGEXP","TOT","PC_GDP","A","1998",45.3587457240653,
"SVK","GGEXP","TOT","PC_GDP","A","1999",47.7395147173271,
"SVK","GGEXP","TOT","PC_GDP","A","2000",51.8297261700046,
"SVK","GGEXP","TOT","PC_GDP","A","2001",44.2954662844643,
"SVK","GGEXP","TOT","PC_GDP","A","2002",44.8683500321702,
"SVK","GGEXP","TOT","PC_GDP","A","2003",39.6479393733209,
"SVK","GGEXP","TOT","PC_GDP","A","2004",37.5729203069564,
"SVK","GGEXP","TOT","PC_GDP","A","2005",39.3808317665208,
"SVK","GGEXP","TOT","PC_GDP","A","2006",38.4881414541717,
"SVK","GGEXP","TOT","PC_GDP","A","2007",36.0521079707615,
"SVK","GGEXP","TOT","PC_GDP","A","2008",36.312522662724,
"SVK","GGEXP","TOT","PC_GDP","A","2009",43.8251569822891,
"SVK","GGEXP","TOT","PC_GDP","A","2010",41.8713409748109,
"SVK","GGEXP","TOT","PC_GDP","A","2011",40.3953005412166,
"SVK","GGEXP","TOT","PC_GDP","A","2012",40.0687638745334,
"SVK","GGEXP","TOT","PC_GDP","A","2013",40.8920214194097,
"ESP","GGEXP","TOT","PC_GDP","A","1995",44.3308507696963,
"ESP","GGEXP","TOT","PC_GDP","A","1996",42.9857456679618,
"ESP","GGEXP","TOT","PC_GDP","A","1997",41.6059098656691,
"ESP","GGEXP","TOT","PC_GDP","A","1998",41.0304633944719,
"ESP","GGEXP","TOT","PC_GDP","A","1999",39.9341427792622,
"ESP","GGEXP","TOT","PC_GDP","A","2000",39.0882785299807,
"ESP","GGEXP","TOT","PC_GDP","A","2001",38.4582175409705,
"ESP","GGEXP","TOT","PC_GDP","A","2002",38.621998483894,
"ESP","GGEXP","TOT","PC_GDP","A","2003",38.2746380707729,
"ESP","GGEXP","TOT","PC_GDP","A","2004",38.6883285737503,
"ESP","GGEXP","TOT","PC_GDP","A","2005",38.3067939297159,
"ESP","GGEXP","TOT","PC_GDP","A","2006",38.2741023081945,
"ESP","GGEXP","TOT","PC_GDP","A","2007",38.9227678947305,
"ESP","GGEXP","TOT","PC_GDP","A","2008",41.1477441012285,
"ESP","GGEXP","TOT","PC_GDP","A","2009",45.7691787283811,
"ESP","GGEXP","TOT","PC_GDP","A","2010",45.6193976758536,
"ESP","GGEXP","TOT","PC_GDP","A","2011",45.647614518882,
"ESP","GGEXP","TOT","PC_GDP","A","2012",47.8762494342546,
"ESP","GGEXP","TOT","PC_GDP","A","2013",45.0665779736093,
"SWE","GGEXP","TOT","PC_GDP","A","1995",63.5100941726367,
"SWE","GGEXP","TOT","PC_GDP","A","1996",61.436523854505,
"SWE","GGEXP","TOT","PC_GDP","A","1997",59.2471701280815,
"SWE","GGEXP","TOT","PC_GDP","A","1998",57.2707595388482,
"SWE","GGEXP","TOT","PC_GDP","A","1999",56.5716977068209,
"SWE","GGEXP","TOT","PC_GDP","A","2000",53.5937451425374,
"SWE","GGEXP","TOT","PC_GDP","A","2001",53.0387025700831,
"SWE","GGEXP","TOT","PC_GDP","A","2002",54.2419167306127,
"SWE","GGEXP","TOT","PC_GDP","A","2003",54.3693504929698,
"SWE","GGEXP","TOT","PC_GDP","A","2004",52.7805098899689,
"SWE","GGEXP","TOT","PC_GDP","A","2005",52.6906614678924,
"SWE","GGEXP","TOT","PC_GDP","A","2006",51.3488676159158,
"SWE","GGEXP","TOT","PC_GDP","A","2007",49.6523410451697,
"SWE","GGEXP","TOT","PC_GDP","A","2008",50.3360344598047,
"SWE","GGEXP","TOT","PC_GDP","A","2009",53.0980149362523,
"SWE","GGEXP","TOT","PC_GDP","A","2010",52.041310297688,
"SWE","GGEXP","TOT","PC_GDP","A","2011",51.4396387659825,
"SWE","GGEXP","TOT","PC_GDP","A","2012",52.594387755102,
"SWE","GGEXP","TOT","PC_GDP","A","2013",53.3685030593577,
"CHE","GGEXP","TOT","PC_GDP","A","2005",34.0171587473349,
"CHE","GGEXP","TOT","PC_GDP","A","2006",32.2221176685914,
"CHE","GGEXP","TOT","PC_GDP","A","2007",30.9684597394288,
"CHE","GGEXP","TOT","PC_GDP","A","2008",31.1600822636846,
"CHE","GGEXP","TOT","PC_GDP","A","2009",33.1158908976529,
"CHE","GGEXP","TOT","PC_GDP","A","2010",32.9115199428686,
"CHE","GGEXP","TOT","PC_GDP","A","2011",32.9006683266995,
"CHE","GGEXP","TOT","PC_GDP","A","2012",33.2451438445833,
"CHE","GGEXP","TOT","PC_GDP","A","2013",33.5445828300276,
"TUR","GGEXP","TOT","PC_GDP","A","2006",32.9860457012314,
"TUR","GGEXP","TOT","PC_GDP","A","2007",34.7045330707274,
