"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","GDP","TOT","USD_CAP","A","2014",46171.426401,
"BEL","GDP","TOT","USD_CAP","A","1970",3965.352623,"E"
"BEL","GDP","TOT","USD_CAP","A","1971",4307.445875,"E"
"BEL","GDP","TOT","USD_CAP","A","1972",4712.576682,"E"
"BEL","GDP","TOT","USD_CAP","A","1973",5257.52414,"E"
"BEL","GDP","TOT","USD_CAP","A","1974",5952.122531,"E"
"BEL","GDP","TOT","USD_CAP","A","1975",6399.386549,"E"
"BEL","GDP","TOT","USD_CAP","A","1976",7120.635879,"E"
"BEL","GDP","TOT","USD_CAP","A","1977",7601.136001,"E"
"BEL","GDP","TOT","USD_CAP","A","1978",8359.218161,"E"
"BEL","GDP","TOT","USD_CAP","A","1979",9254.594881,"E"
"BEL","GDP","TOT","USD_CAP","A","1980",10503.827881,"E"
"BEL","GDP","TOT","USD_CAP","A","1981",11453.525482,"E"
"BEL","GDP","TOT","USD_CAP","A","1982",12238.953068,"E"
"BEL","GDP","TOT","USD_CAP","A","1983",12764.481331,"E"
"BEL","GDP","TOT","USD_CAP","A","1984",13541.984906,"E"
"BEL","GDP","TOT","USD_CAP","A","1985",14203.27242,"E"
"BEL","GDP","TOT","USD_CAP","A","1986",14750.91885,"E"
"BEL","GDP","TOT","USD_CAP","A","1987",15458.971665,"E"
"BEL","GDP","TOT","USD_CAP","A","1988",16698.372085,"E"
"BEL","GDP","TOT","USD_CAP","A","1989",17884.427384,"E"
"BEL","GDP","TOT","USD_CAP","A","1990",19074.088354,"E"
"BEL","GDP","TOT","USD_CAP","A","1991",19994.073914,"E"
"BEL","GDP","TOT","USD_CAP","A","1992",20678.118909,"E"
"BEL","GDP","TOT","USD_CAP","A","1993",20885.390546,"E"
"BEL","GDP","TOT","USD_CAP","A","1994",21952.868102,"E"
"BEL","GDP","TOT","USD_CAP","A","1995",22897.649085,
"BEL","GDP","TOT","USD_CAP","A","1996",23299.892668,
"BEL","GDP","TOT","USD_CAP","A","1997",24324.976095,
"BEL","GDP","TOT","USD_CAP","A","1998",24844.252256,
"BEL","GDP","TOT","USD_CAP","A","1999",25931.484819,
"BEL","GDP","TOT","USD_CAP","A","2000",28300.354208,
"BEL","GDP","TOT","USD_CAP","A","2001",29206.763676,
"BEL","GDP","TOT","USD_CAP","A","2002",30775.580303,
"BEL","GDP","TOT","USD_CAP","A","2003",31058.680408,
"BEL","GDP","TOT","USD_CAP","A","2004",31996.862375,
"BEL","GDP","TOT","USD_CAP","A","2005",33057.462141,
"BEL","GDP","TOT","USD_CAP","A","2006",35109.669345,
"BEL","GDP","TOT","USD_CAP","A","2007",36596.057301,
"BEL","GDP","TOT","USD_CAP","A","2008",37857.443881,
"BEL","GDP","TOT","USD_CAP","A","2009",37664.141782,
"BEL","GDP","TOT","USD_CAP","A","2010",39276.125846,
"BEL","GDP","TOT","USD_CAP","A","2011",41118.291654,
"BEL","GDP","TOT","USD_CAP","A","2012",41594.503034,
"BEL","GDP","TOT","USD_CAP","A","2013",41594.583909,
"BEL","GDP","TOT","USD_CAP","A","2014",42838.527686,
"CAN","GDP","TOT","USD_CAP","A","1970",4531.790454,"E"
"CAN","GDP","TOT","USD_CAP","A","1971",4894.364316,"E"
"CAN","GDP","TOT","USD_CAP","A","1972",5322.195536,"E"
"CAN","GDP","TOT","USD_CAP","A","1973",5929.674811,"E"
"CAN","GDP","TOT","USD_CAP","A","1974",6607.989073,"E"
"CAN","GDP","TOT","USD_CAP","A","1975",7245.090716,"E"
"CAN","GDP","TOT","USD_CAP","A","1976",7935.068359,"E"
"CAN","GDP","TOT","USD_CAP","A","1977",8617.254967,"E"
"CAN","GDP","TOT","USD_CAP","A","1978",9491.95838,"E"
"CAN","GDP","TOT","USD_CAP","A","1979",10561.523564,"E"
"CAN","GDP","TOT","USD_CAP","A","1980",11612.341528,"E"
"CAN","GDP","TOT","USD_CAP","A","1981",12980.123081,
"CAN","GDP","TOT","USD_CAP","A","1982",13210.94708,
"CAN","GDP","TOT","USD_CAP","A","1983",13946.4363,
"CAN","GDP","TOT","USD_CAP","A","1984",15102.657419,
"CAN","GDP","TOT","USD_CAP","A","1985",16166.822084,
"CAN","GDP","TOT","USD_CAP","A","1986",16688.779589,
"CAN","GDP","TOT","USD_CAP","A","1987",17573.230525,
"CAN","GDP","TOT","USD_CAP","A","1988",18804.74056,
"CAN","GDP","TOT","USD_CAP","A","1989",19644.317589,
"CAN","GDP","TOT","USD_CAP","A","1990",20092.003329,
"CAN","GDP","TOT","USD_CAP","A","1991",20069.65907,
"CAN","GDP","TOT","USD_CAP","A","1992",20458.913067,
"CAN","GDP","TOT","USD_CAP","A","1993",21256.914978,
"CAN","GDP","TOT","USD_CAP","A","1994",22450.685916,
"CAN","GDP","TOT","USD_CAP","A","1995",23304.179189,
"CAN","GDP","TOT","USD_CAP","A","1996",23877.273144,
"CAN","GDP","TOT","USD_CAP","A","1997",25068.497086,
"CAN","GDP","TOT","USD_CAP","A","1998",26171.118751,
"CAN","GDP","TOT","USD_CAP","A","1999",27673.62853,
"CAN","GDP","TOT","USD_CAP","A","2000",29155.513914,
"CAN","GDP","TOT","USD_CAP","A","2001",29996.085449,
"CAN","GDP","TOT","USD_CAP","A","2002",30634.226139,
"CAN","GDP","TOT","USD_CAP","A","2003",32054.038853,
"CAN","GDP","TOT","USD_CAP","A","2004",33653.989174,
"CAN","GDP","TOT","USD_CAP","A","2005",36051.184868,
"CAN","GDP","TOT","USD_CAP","A","2006",37822.262838,
"CAN","GDP","TOT","USD_CAP","A","2007",39226.354696,
"CAN","GDP","TOT","USD_CAP","A","2008",40108.288406,
"CAN","GDP","TOT","USD_CAP","A","2009",38709.060785,
"CAN","GDP","TOT","USD_CAP","A","2010",40055.256158,
"CAN","GDP","TOT","USD_CAP","A","2011",41567.442968,
"CAN","GDP","TOT","USD_CAP","A","2012",42283.47383,
"CAN","GDP","TOT","USD_CAP","A","2013",43038.066207,
"CAN","GDP","TOT","USD_CAP","A","2014",44057.239431,
"CZE","GDP","TOT","USD_CAP","A","1990",12695.124559,"E"
"CZE","GDP","TOT","USD_CAP","A","1991",11654.895721,"E"
"CZE","GDP","TOT","USD_CAP","A","1992",11849.693327,"E"
"CZE","GDP","TOT","USD_CAP","A","1993",12124.089946,"E"
"CZE","GDP","TOT","USD_CAP","A","1994",12735.490748,"E"
"CZE","GDP","TOT","USD_CAP","A","1995",13817.19085,
"CZE","GDP","TOT","USD_CAP","A","1996",14699.768397,
"CZE","GDP","TOT","USD_CAP","A","1997",14904.768286,
"CZE","GDP","TOT","USD_CAP","A","1998",14975.889531,
"CZE","GDP","TOT","USD_CAP","A","1999",15388.985951,
"CZE","GDP","TOT","USD_CAP","A","2000",16259.170099,
"CZE","GDP","TOT","USD_CAP","A","2001",17632.922608,
"CZE","GDP","TOT","USD_CAP","A","2002",18311.426862,
"CZE","GDP","TOT","USD_CAP","A","2003",19592.626458,
"CZE","GDP","TOT","USD_CAP","A","2004",20970.083368,
"CZE","GDP","TOT","USD_CAP","A","2005",22236.640447,
"CZE","GDP","TOT","USD_CAP","A","2006",24349.910949,
"CZE","GDP","TOT","USD_CAP","A","2007",26621.518503,
"CZE","GDP","TOT","USD_CAP","A","2008",26994.340396,
"CZE","GDP","TOT","USD_CAP","A","2009",26894.98891,
"CZE","GDP","TOT","USD_CAP","A","2010",26940.779084,
"CZE","GDP","TOT","USD_CAP","A","2011",28602.621284,
"CZE","GDP","TOT","USD_CAP","A","2012",28635.608866,
"CZE","GDP","TOT","USD_CAP","A","2013",28962.639309,
"CZE","GDP","TOT","USD_CAP","A","2014",30366.372804,
"DNK","GDP","TOT","USD_CAP","A","1966",3450.131205,"E"
"DNK","GDP","TOT","USD_CAP","A","1967",3655.373347,"E"
"DNK","GDP","TOT","USD_CAP","A","1968",3966.966989,"E"
"DNK","GDP","TOT","USD_CAP","A","1969",4437.6812,"E"
"DNK","GDP","TOT","USD_CAP","A","1970",4354.593757,"E"
"DNK","GDP","TOT","USD_CAP","A","1971",4689.333828,"E"
"DNK","GDP","TOT","USD_CAP","A","1972",5066.99947,"E"
"DNK","GDP","TOT","USD_CAP","A","1973",5510.447329,"E"
"DNK","GDP","TOT","USD_CAP","A","1974",5929.314487,"E"
"DNK","GDP","TOT","USD_CAP","A","1975",6380.353157,"E"
"DNK","GDP","TOT","USD_CAP","A","1976",7122.420511,"E"
"DNK","GDP","TOT","USD_CAP","A","1977",7689.635149,"E"
"DNK","GDP","TOT","USD_CAP","A","1978",8390.360118,"E"
"DNK","GDP","TOT","USD_CAP","A","1979",9417.857259,"E"
"DNK","GDP","TOT","USD_CAP","A","1980",10205.224786,"E"
"DNK","GDP","TOT","USD_CAP","A","1981",11063.315878,"E"
"DNK","GDP","TOT","USD_CAP","A","1982",12195.582344,"E"
"DNK","GDP","TOT","USD_CAP","A","1983",13023.492657,"E"
"DNK","GDP","TOT","USD_CAP","A","1984",14055.566538,"E"
"DNK","GDP","TOT","USD_CAP","A","1985",15083.182428,"E"
"DNK","GDP","TOT","USD_CAP","A","1986",16126.941498,"E"
"DNK","GDP","TOT","USD_CAP","A","1987",16563.721552,"E"
"DNK","GDP","TOT","USD_CAP","A","1988",17109.129726,"E"
"DNK","GDP","TOT","USD_CAP","A","1989",17869.208567,"E"
"DNK","GDP","TOT","USD_CAP","A","1990",18798.732911,"E"
"DNK","GDP","TOT","USD_CAP","A","1991",19654.151891,"E"
"DNK","GDP","TOT","USD_CAP","A","1992",20400.164956,"E"
"DNK","GDP","TOT","USD_CAP","A","1993",20794.426039,"E"
"DNK","GDP","TOT","USD_CAP","A","1994",22337.202293,"E"
"DNK","GDP","TOT","USD_CAP","A","1995",23394.197257,
"DNK","GDP","TOT","USD_CAP","A","1996",24481.651148,
"DNK","GDP","TOT","USD_CAP","A","1997",25702.135015,
"DNK","GDP","TOT","USD_CAP","A","1998",26628.188804,
"DNK","GDP","TOT","USD_CAP","A","1999",27548.141065,
"DNK","GDP","TOT","USD_CAP","A","2000",29575.137705,
"DNK","GDP","TOT","USD_CAP","A","2001",30249.939428,
"DNK","GDP","TOT","USD_CAP","A","2002",31597.286026,
"DNK","GDP","TOT","USD_CAP","A","2003",31269.121345,
"DNK","GDP","TOT","USD_CAP","A","2004",33161.993251,
"DNK","GDP","TOT","USD_CAP","A","2005",34082.678365,
"DNK","GDP","TOT","USD_CAP","A","2006",37191.52077,
"DNK","GDP","TOT","USD_CAP","A","2007",38684.594115,
"DNK","GDP","TOT","USD_CAP","A","2008",40842.803551,
"DNK","GDP","TOT","USD_CAP","A","2009",39625.491857,
"DNK","GDP","TOT","USD_CAP","A","2010",41812.080011,
"DNK","GDP","TOT","USD_CAP","A","2011",43318.505007,
"DNK","GDP","TOT","USD_CAP","A","2012",43564.515118,
"DNK","GDP","TOT","USD_CAP","A","2013",43797.232537,
"DNK","GDP","TOT","USD_CAP","A","2014",44889.066165,
"FIN","GDP","TOT","USD_CAP","A","1970",3353.78942,"E"
"FIN","GDP","TOT","USD_CAP","A","1971",3602.459982,"E"
"FIN","GDP","TOT","USD_CAP","A","1972",4024.72088,"E"
"FIN","GDP","TOT","USD_CAP","A","1973",4514.799763,"E"
"FIN","GDP","TOT","USD_CAP","A","1974",5052.560038,"E"
"FIN","GDP","TOT","USD_CAP","A","1975",5595.804705,"E"
"FIN","GDP","TOT","USD_CAP","A","1976",5905.380772,"E"
"FIN","GDP","TOT","USD_CAP","A","1977",6269.184213,"E"
"FIN","GDP","TOT","USD_CAP","A","1978",6885.501784,"E"
"FIN","GDP","TOT","USD_CAP","A","1979",7964.372006,"E"
"FIN","GDP","TOT","USD_CAP","A","1980",9122.25,
"FIN","GDP","TOT","USD_CAP","A","1981",10059.870455,
"FIN","GDP","TOT","USD_CAP","A","1982",10952.451607,
"FIN","GDP","TOT","USD_CAP","A","1983",11670.373841,
"FIN","GDP","TOT","USD_CAP","A","1984",12406.421821,
"FIN","GDP","TOT","USD_CAP","A","1985",13201.064945,
"FIN","GDP","TOT","USD_CAP","A","1986",13789.504552,
"FIN","GDP","TOT","USD_CAP","A","1987",14603.371537,
"FIN","GDP","TOT","USD_CAP","A","1988",15855.776025,
"FIN","GDP","TOT","USD_CAP","A","1989",17247.904893,
"FIN","GDP","TOT","USD_CAP","A","1990",17927.314031,
"FIN","GDP","TOT","USD_CAP","A","1991",17333.575354,
"FIN","GDP","TOT","USD_CAP","A","1992",17043.074911,
"FIN","GDP","TOT","USD_CAP","A","1993",17236.98876,
"FIN","GDP","TOT","USD_CAP","A","1994",18218.521419,
"FIN","GDP","TOT","USD_CAP","A","1995",19306.979656,
"FIN","GDP","TOT","USD_CAP","A","1996",19837.829935,
"FIN","GDP","TOT","USD_CAP","A","1997",21589.25932,
"FIN","GDP","TOT","USD_CAP","A","1998",23279.093407,
"FIN","GDP","TOT","USD_CAP","A","1999",24501.645051,
"FIN","GDP","TOT","USD_CAP","A","2000",26472.874701,
"FIN","GDP","TOT","USD_CAP","A","2001",27535.325603,
"FIN","GDP","TOT","USD_CAP","A","2002",28421.224885,
"FIN","GDP","TOT","USD_CAP","A","2003",28813.364509,
"FIN","GDP","TOT","USD_CAP","A","2004",31092.457672,
"FIN","GDP","TOT","USD_CAP","A","2005",32065.142067,
"FIN","GDP","TOT","USD_CAP","A","2006",34523.483914,
"FIN","GDP","TOT","USD_CAP","A","2007",37509.072517,
"FIN","GDP","TOT","USD_CAP","A","2008",39729.652367,
"FIN","GDP","TOT","USD_CAP","A","2009",37546.319311,
"FIN","GDP","TOT","USD_CAP","A","2010",38296.163696,
"FIN","GDP","TOT","USD_CAP","A","2011",40251.144125,
"FIN","GDP","TOT","USD_CAP","A","2012",40209.112568,
"FIN","GDP","TOT","USD_CAP","A","2013",40016.748677,
"FIN","GDP","TOT","USD_CAP","A","2014",39986.920468,
"FRA","GDP","TOT","USD_CAP","A","1960",1811.845107,
"FRA","GDP","TOT","USD_CAP","A","1961",1897.968394,
"FRA","GDP","TOT","USD_CAP","A","1962",2041.754359,
"FRA","GDP","TOT","USD_CAP","A","1963",2144.973811,
"FRA","GDP","TOT","USD_CAP","A","1964",2301.038941,
"FRA","GDP","TOT","USD_CAP","A","1965",2463.045814,
"FRA","GDP","TOT","USD_CAP","A","1966",2661.762548,
"FRA","GDP","TOT","USD_CAP","A","1967",2846.355409,
"FRA","GDP","TOT","USD_CAP","A","1968",3100.059837,
"FRA","GDP","TOT","USD_CAP","A","1969",3490.962801,
"FRA","GDP","TOT","USD_CAP","A","1970",3692.738115,
"FRA","GDP","TOT","USD_CAP","A","1971",4049.090588,
"FRA","GDP","TOT","USD_CAP","A","1972",4377.175477,
"FRA","GDP","TOT","USD_CAP","A","1973",4867.502721,
"FRA","GDP","TOT","USD_CAP","A","1974",5496.437963,
"FRA","GDP","TOT","USD_CAP","A","1975",5919.061714,
"FRA","GDP","TOT","USD_CAP","A","1976",6487.253116,
"FRA","GDP","TOT","USD_CAP","A","1977",7095.188076,
"FRA","GDP","TOT","USD_CAP","A","1978",7861.095284,
"FRA","GDP","TOT","USD_CAP","A","1979",8774.581959,
"FRA","GDP","TOT","USD_CAP","A","1980",9667.836436,
"FRA","GDP","TOT","USD_CAP","A","1981",10624.218017,
"FRA","GDP","TOT","USD_CAP","A","1982",11496.940627,
"FRA","GDP","TOT","USD_CAP","A","1983",12036.544873,
"FRA","GDP","TOT","USD_CAP","A","1984",12592.325773,
"FRA","GDP","TOT","USD_CAP","A","1985",13140.934994,
"FRA","GDP","TOT","USD_CAP","A","1986",13651.832333,
"FRA","GDP","TOT","USD_CAP","A","1987",14283.966387,
"FRA","GDP","TOT","USD_CAP","A","1988",15395.686077,
"FRA","GDP","TOT","USD_CAP","A","1989",16592.560411,
"FRA","GDP","TOT","USD_CAP","A","1990",17611.902055,
"FRA","GDP","TOT","USD_CAP","A","1991",18295.191858,
"FRA","GDP","TOT","USD_CAP","A","1992",18917.488379,
"FRA","GDP","TOT","USD_CAP","A","1993",19165.815072,
"FRA","GDP","TOT","USD_CAP","A","1994",19958.426993,
"FRA","GDP","TOT","USD_CAP","A","1995",20724.374698,
"FRA","GDP","TOT","USD_CAP","A","1996",21324.10961,
"FRA","GDP","TOT","USD_CAP","A","1997",22251.460475,
"FRA","GDP","TOT","USD_CAP","A","1998",23347.966913,
"FRA","GDP","TOT","USD_CAP","A","1999",24265.640912,
"FRA","GDP","TOT","USD_CAP","A","2000",25996.407253,
"FRA","GDP","TOT","USD_CAP","A","2001",27439.039494,
"FRA","GDP","TOT","USD_CAP","A","2002",28522.599228,
"FRA","GDP","TOT","USD_CAP","A","2003",28110.012246,
"FRA","GDP","TOT","USD_CAP","A","2004",29056.308814,
"FRA","GDP","TOT","USD_CAP","A","2005",30397.871033,
"FRA","GDP","TOT","USD_CAP","A","2006",32311.131218,
"FRA","GDP","TOT","USD_CAP","A","2007",34064.031857,
"FRA","GDP","TOT","USD_CAP","A","2008",35169.697505,
"FRA","GDP","TOT","USD_CAP","A","2009",34836.621561,
"FRA","GDP","TOT","USD_CAP","A","2010",35896.082223,
"FRA","GDP","TOT","USD_CAP","A","2011",37353.202439,
"FRA","GDP","TOT","USD_CAP","A","2012",37281.230311,
"FRA","GDP","TOT","USD_CAP","A","2013",37617.059592,
"FRA","GDP","TOT","USD_CAP","A","2014",38869.725026,
"DEU","GDP","TOT","USD_CAP","A","1970",3969.200854,"E"
"DEU","GDP","TOT","USD_CAP","A","1971",4266.4929,"E"
"DEU","GDP","TOT","USD_CAP","A","1972",4620.798735,"E"
"DEU","GDP","TOT","USD_CAP","A","1973",5089.425239,"E"
"DEU","GDP","TOT","USD_CAP","A","1974",5594.366805,"E"
"DEU","GDP","TOT","USD_CAP","A","1975",6082.611378,"E"
"DEU","GDP","TOT","USD_CAP","A","1976",6765.200813,"E"
"DEU","GDP","TOT","USD_CAP","A","1977",7439.757483,"E"
"DEU","GDP","TOT","USD_CAP","A","1978",8210.390523,"E"
"DEU","GDP","TOT","USD_CAP","A","1979",9254.506405,"E"
"DEU","GDP","TOT","USD_CAP","A","1980",10205.29964,"E"
"DEU","GDP","TOT","USD_CAP","A","1981",11200.642847,"E"
"DEU","GDP","TOT","USD_CAP","A","1982",11861.109713,"E"
"DEU","GDP","TOT","USD_CAP","A","1983",12557.469521,"E"
"DEU","GDP","TOT","USD_CAP","A","1984",13417.482982,"E"
"DEU","GDP","TOT","USD_CAP","A","1985",14201.643972,"E"
"DEU","GDP","TOT","USD_CAP","A","1986",14815.332286,"E"
"DEU","GDP","TOT","USD_CAP","A","1987",15400.824843,"E"
"DEU","GDP","TOT","USD_CAP","A","1988",16446.908985,"E"
"DEU","GDP","TOT","USD_CAP","A","1989",17625.351011,"E"
"DEU","GDP","TOT","USD_CAP","A","1990",19071.242337,"E"
"DEU","GDP","TOT","USD_CAP","A","1991",20552.155806,
"DEU","GDP","TOT","USD_CAP","A","1992",21262.463871,
"DEU","GDP","TOT","USD_CAP","A","1993",21405.034195,
"DEU","GDP","TOT","USD_CAP","A","1994",22330.372659,
"DEU","GDP","TOT","USD_CAP","A","1995",23125.620559,
"DEU","GDP","TOT","USD_CAP","A","1996",23685.163563,
"DEU","GDP","TOT","USD_CAP","A","1997",24197.284522,
"DEU","GDP","TOT","USD_CAP","A","1998",24889.153096,
"DEU","GDP","TOT","USD_CAP","A","1999",25802.446141,
"DEU","GDP","TOT","USD_CAP","A","2000",26645.232757,
"DEU","GDP","TOT","USD_CAP","A","2001",27721.75152,
"DEU","GDP","TOT","USD_CAP","A","2002",28438.129709,
"DEU","GDP","TOT","USD_CAP","A","2003",29364.588581,
"DEU","GDP","TOT","USD_CAP","A","2004",30708.819123,
"DEU","GDP","TOT","USD_CAP","A","2005",32186.156219,
"DEU","GDP","TOT","USD_CAP","A","2006",34716.304103,
"DEU","GDP","TOT","USD_CAP","A","2007",36783.019417,
"DEU","GDP","TOT","USD_CAP","A","2008",38434.120245,
"DEU","GDP","TOT","USD_CAP","A","2009",37137.140926,
"DEU","GDP","TOT","USD_CAP","A","2010",39621.79363,
"DEU","GDP","TOT","USD_CAP","A","2011",42152.144742,
"DEU","GDP","TOT","USD_CAP","A","2012",42807.265881,
"DEU","GDP","TOT","USD_CAP","A","2013",43282.308356,
"DEU","GDP","TOT","USD_CAP","A","2014",44985.467088,
"GRC","GDP","TOT","USD_CAP","A","1970",3095.379235,"E"
"GRC","GDP","TOT","USD_CAP","A","1971",3492.528249,"E"
"GRC","GDP","TOT","USD_CAP","A","1972",3987.750907,"E"
"GRC","GDP","TOT","USD_CAP","A","1973",4524.64059,"E"
"GRC","GDP","TOT","USD_CAP","A","1974",4596.626151,"E"
"GRC","GDP","TOT","USD_CAP","A","1975",5292.526145,"E"
"GRC","GDP","TOT","USD_CAP","A","1976",5886.844603,"E"
"GRC","GDP","TOT","USD_CAP","A","1977",6338.39066,"E"
"GRC","GDP","TOT","USD_CAP","A","1978",7180.82987,"E"
"GRC","GDP","TOT","USD_CAP","A","1979",7929.606177,"E"
"GRC","GDP","TOT","USD_CAP","A","1980",8617.600469,"E"
"GRC","GDP","TOT","USD_CAP","A","1981",9193.71654,"E"
