"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","GDP","TOT","USD_CAP","A","2014",47693.30889,
"BEL","GDP","TOT","USD_CAP","A","1970",3960.701942,"E"
"BEL","GDP","TOT","USD_CAP","A","1971",4302.384385,"E"
"BEL","GDP","TOT","USD_CAP","A","1972",4707.033192,"E"
"BEL","GDP","TOT","USD_CAP","A","1973",5251.369263,"E"
"BEL","GDP","TOT","USD_CAP","A","1974",5945.137206,"E"
"BEL","GDP","TOT","USD_CAP","A","1975",6391.8751,"E"
"BEL","GDP","TOT","USD_CAP","A","1976",7112.252756,"E"
"BEL","GDP","TOT","USD_CAP","A","1977",7592.205869,"E"
"BEL","GDP","TOT","USD_CAP","A","1978",8349.388043,"E"
"BEL","GDP","TOT","USD_CAP","A","1979",9243.723802,"E"
"BEL","GDP","TOT","USD_CAP","A","1980",10491.452748,"E"
"BEL","GDP","TOT","USD_CAP","A","1981",11440.084123,"E"
"BEL","GDP","TOT","USD_CAP","A","1982",12224.567004,"E"
"BEL","GDP","TOT","USD_CAP","A","1983",12749.451515,"E"
"BEL","GDP","TOT","USD_CAP","A","1984",13526.067378,"E"
"BEL","GDP","TOT","USD_CAP","A","1985",14186.541316,"E"
"BEL","GDP","TOT","USD_CAP","A","1986",14733.587118,"E"
"BEL","GDP","TOT","USD_CAP","A","1987",15440.781041,"E"
"BEL","GDP","TOT","USD_CAP","A","1988",16678.725771,"E"
"BEL","GDP","TOT","USD_CAP","A","1989",17863.375788,"E"
"BEL","GDP","TOT","USD_CAP","A","1990",19051.681114,"E"
"BEL","GDP","TOT","USD_CAP","A","1991",19970.542809,"E"
"BEL","GDP","TOT","USD_CAP","A","1992",20653.799851,"E"
"BEL","GDP","TOT","USD_CAP","A","1993",20860.840996,"E"
"BEL","GDP","TOT","USD_CAP","A","1994",21927.066524,"E"
"BEL","GDP","TOT","USD_CAP","A","1995",22870.729873,
"BEL","GDP","TOT","USD_CAP","A","1996",23276.378843,
"BEL","GDP","TOT","USD_CAP","A","1997",24306.369413,
"BEL","GDP","TOT","USD_CAP","A","1998",24831.870751,
"BEL","GDP","TOT","USD_CAP","A","1999",25931.484819,
"BEL","GDP","TOT","USD_CAP","A","2000",28292.799957,
"BEL","GDP","TOT","USD_CAP","A","2001",29213.836852,
"BEL","GDP","TOT","USD_CAP","A","2002",30775.580303,
"BEL","GDP","TOT","USD_CAP","A","2003",31061.742937,
"BEL","GDP","TOT","USD_CAP","A","2004",31988.285928,
"BEL","GDP","TOT","USD_CAP","A","2005",33057.462141,
"BEL","GDP","TOT","USD_CAP","A","2006",35087.87316,
"BEL","GDP","TOT","USD_CAP","A","2007",36592.354913,
"BEL","GDP","TOT","USD_CAP","A","2008",37857.443881,
"BEL","GDP","TOT","USD_CAP","A","2009",37652.08633,
"BEL","GDP","TOT","USD_CAP","A","2010",39303.240633,
"BEL","GDP","TOT","USD_CAP","A","2011",41118.291654,
"BEL","GDP","TOT","USD_CAP","A","2012",42209.263232,
"BEL","GDP","TOT","USD_CAP","A","2013",43361.55208,
"BEL","GDP","TOT","USD_CAP","A","2014",43723.6484,
"CAN","GDP","TOT","USD_CAP","A","1970",4531.804603,"E"
"CAN","GDP","TOT","USD_CAP","A","1971",4894.368684,"E"
"CAN","GDP","TOT","USD_CAP","A","1972",5322.193554,"E"
"CAN","GDP","TOT","USD_CAP","A","1973",5929.70608,"E"
"CAN","GDP","TOT","USD_CAP","A","1974",6608.004701,"E"
"CAN","GDP","TOT","USD_CAP","A","1975",7245.106466,"E"
"CAN","GDP","TOT","USD_CAP","A","1976",7935.057607,"E"
"CAN","GDP","TOT","USD_CAP","A","1977",8617.264501,"E"
"CAN","GDP","TOT","USD_CAP","A","1978",9491.958242,"E"
"CAN","GDP","TOT","USD_CAP","A","1979",10561.537086,"E"
"CAN","GDP","TOT","USD_CAP","A","1980",11612.315863,"E"
"CAN","GDP","TOT","USD_CAP","A","1981",12980.154156,
"CAN","GDP","TOT","USD_CAP","A","1982",13210.953882,
"CAN","GDP","TOT","USD_CAP","A","1983",13946.415031,
"CAN","GDP","TOT","USD_CAP","A","1984",15102.665371,
"CAN","GDP","TOT","USD_CAP","A","1985",16166.789268,
"CAN","GDP","TOT","USD_CAP","A","1986",16688.796093,
"CAN","GDP","TOT","USD_CAP","A","1987",17573.217217,
"CAN","GDP","TOT","USD_CAP","A","1988",18804.729378,
"CAN","GDP","TOT","USD_CAP","A","1989",19644.295096,
"CAN","GDP","TOT","USD_CAP","A","1990",20092.027458,
"CAN","GDP","TOT","USD_CAP","A","1991",20069.63985,
"CAN","GDP","TOT","USD_CAP","A","1992",20458.910403,
"CAN","GDP","TOT","USD_CAP","A","1993",21256.925762,
"CAN","GDP","TOT","USD_CAP","A","1994",22450.700076,
"CAN","GDP","TOT","USD_CAP","A","1995",23304.186547,
"CAN","GDP","TOT","USD_CAP","A","1996",23877.279543,
"CAN","GDP","TOT","USD_CAP","A","1997",25068.535596,
"CAN","GDP","TOT","USD_CAP","A","1998",26171.133414,
"CAN","GDP","TOT","USD_CAP","A","1999",27673.62853,
"CAN","GDP","TOT","USD_CAP","A","2000",29155.517026,
"CAN","GDP","TOT","USD_CAP","A","2001",29996.073913,
"CAN","GDP","TOT","USD_CAP","A","2002",30634.226139,
"CAN","GDP","TOT","USD_CAP","A","2003",32054.041545,
"CAN","GDP","TOT","USD_CAP","A","2004",33653.989557,
"CAN","GDP","TOT","USD_CAP","A","2005",36051.184868,
"CAN","GDP","TOT","USD_CAP","A","2006",37822.269074,
"CAN","GDP","TOT","USD_CAP","A","2007",39226.360448,
"CAN","GDP","TOT","USD_CAP","A","2008",40108.288406,
"CAN","GDP","TOT","USD_CAP","A","2009",38737.406411,
"CAN","GDP","TOT","USD_CAP","A","2010",40084.567448,
"CAN","GDP","TOT","USD_CAP","A","2011",41567.442968,
"CAN","GDP","TOT","USD_CAP","A","2012",42337.854102,
"CAN","GDP","TOT","USD_CAP","A","2013",44319.468683,
"CAN","GDP","TOT","USD_CAP","A","2014",45069.794176,
"CZE","GDP","TOT","USD_CAP","A","1990",12680.210989,"E"
"CZE","GDP","TOT","USD_CAP","A","1991",11641.17903,"E"
"CZE","GDP","TOT","USD_CAP","A","1992",11835.757168,"E"
"CZE","GDP","TOT","USD_CAP","A","1993",12109.838793,"E"
"CZE","GDP","TOT","USD_CAP","A","1994",12720.522514,"E"
"CZE","GDP","TOT","USD_CAP","A","1995",13800.946915,
"CZE","GDP","TOT","USD_CAP","A","1996",14684.933658,
"CZE","GDP","TOT","USD_CAP","A","1997",14893.367307,
"CZE","GDP","TOT","USD_CAP","A","1998",14968.426066,
"CZE","GDP","TOT","USD_CAP","A","1999",15388.985951,
"CZE","GDP","TOT","USD_CAP","A","2000",16254.830012,
"CZE","GDP","TOT","USD_CAP","A","2001",17637.192878,
"CZE","GDP","TOT","USD_CAP","A","2002",18311.426862,
"CZE","GDP","TOT","USD_CAP","A","2003",19594.558381,
"CZE","GDP","TOT","USD_CAP","A","2004",20964.462534,
"CZE","GDP","TOT","USD_CAP","A","2005",22236.640447,
"CZE","GDP","TOT","USD_CAP","A","2006",24334.794471,
"CZE","GDP","TOT","USD_CAP","A","2007",26618.825244,
"CZE","GDP","TOT","USD_CAP","A","2008",26994.340396,
"CZE","GDP","TOT","USD_CAP","A","2009",26886.380435,
"CZE","GDP","TOT","USD_CAP","A","2010",26959.37802,
"CZE","GDP","TOT","USD_CAP","A","2011",28602.621284,
"CZE","GDP","TOT","USD_CAP","A","2012",28732.003902,
"CZE","GDP","TOT","USD_CAP","A","2013",30053.724768,
"CZE","GDP","TOT","USD_CAP","A","2014",31187.548803,
"DNK","GDP","TOT","USD_CAP","A","1966",3450.131205,"E"
"DNK","GDP","TOT","USD_CAP","A","1967",3655.373347,"E"
"DNK","GDP","TOT","USD_CAP","A","1968",3966.966989,"E"
"DNK","GDP","TOT","USD_CAP","A","1969",4437.6812,"E"
"DNK","GDP","TOT","USD_CAP","A","1970",4349.486561,"E"
"DNK","GDP","TOT","USD_CAP","A","1971",4683.823597,"E"
"DNK","GDP","TOT","USD_CAP","A","1972",5061.039065,"E"
"DNK","GDP","TOT","USD_CAP","A","1973",5503.996361,"E"
"DNK","GDP","TOT","USD_CAP","A","1974",5922.35593,"E"
"DNK","GDP","TOT","USD_CAP","A","1975",6372.864052,"E"
"DNK","GDP","TOT","USD_CAP","A","1976",7114.035283,"E"
"DNK","GDP","TOT","USD_CAP","A","1977",7680.601042,"E"
"DNK","GDP","TOT","USD_CAP","A","1978",8380.493379,"E"
"DNK","GDP","TOT","USD_CAP","A","1979",9406.794399,"E"
"DNK","GDP","TOT","USD_CAP","A","1980",10193.201455,"E"
"DNK","GDP","TOT","USD_CAP","A","1981",11050.332457,"E"
"DNK","GDP","TOT","USD_CAP","A","1982",12181.24726,"E"
"DNK","GDP","TOT","USD_CAP","A","1983",13008.157872,"E"
"DNK","GDP","TOT","USD_CAP","A","1984",14039.045337,"E"
"DNK","GDP","TOT","USD_CAP","A","1985",15065.414818,"E"
"DNK","GDP","TOT","USD_CAP","A","1986",16107.992992,"E"
"DNK","GDP","TOT","USD_CAP","A","1987",16544.23096,"E"
"DNK","GDP","TOT","USD_CAP","A","1988",17089.000137,"E"
"DNK","GDP","TOT","USD_CAP","A","1989",17848.174884,"E"
"DNK","GDP","TOT","USD_CAP","A","1990",18776.649137,"E"
"DNK","GDP","TOT","USD_CAP","A","1991",19631.020843,"E"
"DNK","GDP","TOT","USD_CAP","A","1992",20376.172778,"E"
"DNK","GDP","TOT","USD_CAP","A","1993",20769.983418,"E"
"DNK","GDP","TOT","USD_CAP","A","1994",22310.948989,"E"
"DNK","GDP","TOT","USD_CAP","A","1995",23366.694293,
"DNK","GDP","TOT","USD_CAP","A","1996",24456.944715,
"DNK","GDP","TOT","USD_CAP","A","1997",25682.474911,
"DNK","GDP","TOT","USD_CAP","A","1998",26614.918241,
"DNK","GDP","TOT","USD_CAP","A","1999",27548.141065,
"DNK","GDP","TOT","USD_CAP","A","2000",29567.243164,
"DNK","GDP","TOT","USD_CAP","A","2001",30257.265235,
"DNK","GDP","TOT","USD_CAP","A","2002",31597.286026,
"DNK","GDP","TOT","USD_CAP","A","2003",31272.204621,
"DNK","GDP","TOT","USD_CAP","A","2004",33153.104491,
"DNK","GDP","TOT","USD_CAP","A","2005",34082.678365,
"DNK","GDP","TOT","USD_CAP","A","2006",37168.432188,
"DNK","GDP","TOT","USD_CAP","A","2007",38680.680455,
"DNK","GDP","TOT","USD_CAP","A","2008",40842.803551,
"DNK","GDP","TOT","USD_CAP","A","2009",39612.808628,
"DNK","GDP","TOT","USD_CAP","A","2010",41840.945549,
"DNK","GDP","TOT","USD_CAP","A","2011",43318.505007,
"DNK","GDP","TOT","USD_CAP","A","2012",44250.856483,
"DNK","GDP","TOT","USD_CAP","A","2013",45696.835491,
"DNK","GDP","TOT","USD_CAP","A","2014",45999.742732,
"FIN","GDP","TOT","USD_CAP","A","1970",3349.855998,"E"
"FIN","GDP","TOT","USD_CAP","A","1971",3598.226887,"E"
"FIN","GDP","TOT","USD_CAP","A","1972",4019.98653,"E"
"FIN","GDP","TOT","USD_CAP","A","1973",4509.514385,"E"
"FIN","GDP","TOT","USD_CAP","A","1974",5046.630429,"E"
"FIN","GDP","TOT","USD_CAP","A","1975",5589.236492,"E"
"FIN","GDP","TOT","USD_CAP","A","1976",5898.428361,"E"
"FIN","GDP","TOT","USD_CAP","A","1977",6261.818912,"E"
"FIN","GDP","TOT","USD_CAP","A","1978",6877.404701,"E"
"FIN","GDP","TOT","USD_CAP","A","1979",7955.016506,"E"
"FIN","GDP","TOT","USD_CAP","A","1980",9111.502583,
"FIN","GDP","TOT","USD_CAP","A","1981",10048.064624,
"FIN","GDP","TOT","USD_CAP","A","1982",10939.577741,
"FIN","GDP","TOT","USD_CAP","A","1983",11656.632319,
"FIN","GDP","TOT","USD_CAP","A","1984",12391.839064,
"FIN","GDP","TOT","USD_CAP","A","1985",13185.514425,
"FIN","GDP","TOT","USD_CAP","A","1986",13773.302445,
"FIN","GDP","TOT","USD_CAP","A","1987",14586.187697,
"FIN","GDP","TOT","USD_CAP","A","1988",15837.121047,
"FIN","GDP","TOT","USD_CAP","A","1989",17227.602544,
"FIN","GDP","TOT","USD_CAP","A","1990",17906.253963,
"FIN","GDP","TOT","USD_CAP","A","1991",17313.175397,
"FIN","GDP","TOT","USD_CAP","A","1992",17023.030932,
"FIN","GDP","TOT","USD_CAP","A","1993",17216.727693,
"FIN","GDP","TOT","USD_CAP","A","1994",18197.108875,
"FIN","GDP","TOT","USD_CAP","A","1995",19284.28174,
"FIN","GDP","TOT","USD_CAP","A","1996",19817.809972,
"FIN","GDP","TOT","USD_CAP","A","1997",21572.745225,
"FIN","GDP","TOT","USD_CAP","A","1998",23267.491916,
"FIN","GDP","TOT","USD_CAP","A","1999",24501.645051,
"FIN","GDP","TOT","USD_CAP","A","2000",26465.808244,
"FIN","GDP","TOT","USD_CAP","A","2001",27541.993983,
"FIN","GDP","TOT","USD_CAP","A","2002",28421.224885,
"FIN","GDP","TOT","USD_CAP","A","2003",28816.205645,
"FIN","GDP","TOT","USD_CAP","A","2004",31084.123638,
"FIN","GDP","TOT","USD_CAP","A","2005",32065.142067,
"FIN","GDP","TOT","USD_CAP","A","2006",34502.051684,
"FIN","GDP","TOT","USD_CAP","A","2007",37505.27779,
"FIN","GDP","TOT","USD_CAP","A","2008",39729.652367,
"FIN","GDP","TOT","USD_CAP","A","2009",37534.301579,
"FIN","GDP","TOT","USD_CAP","A","2010",38322.601999,
"FIN","GDP","TOT","USD_CAP","A","2011",40251.144125,
"FIN","GDP","TOT","USD_CAP","A","2012",40437.38879,
"FIN","GDP","TOT","USD_CAP","A","2013",40831.49216,
"FIN","GDP","TOT","USD_CAP","A","2014",40666.323392,
"FRA","GDP","TOT","USD_CAP","A","1960",1811.845107,
"FRA","GDP","TOT","USD_CAP","A","1961",1897.968394,
"FRA","GDP","TOT","USD_CAP","A","1962",2041.754359,
"FRA","GDP","TOT","USD_CAP","A","1963",2144.973811,
"FRA","GDP","TOT","USD_CAP","A","1964",2301.038941,
"FRA","GDP","TOT","USD_CAP","A","1965",2463.045814,
"FRA","GDP","TOT","USD_CAP","A","1966",2661.762548,
"FRA","GDP","TOT","USD_CAP","A","1967",2846.355409,
"FRA","GDP","TOT","USD_CAP","A","1968",3100.059837,
"FRA","GDP","TOT","USD_CAP","A","1969",3490.962801,
"FRA","GDP","TOT","USD_CAP","A","1970",3688.407164,
"FRA","GDP","TOT","USD_CAP","A","1971",4044.33268,
"FRA","GDP","TOT","USD_CAP","A","1972",4372.026521,
"FRA","GDP","TOT","USD_CAP","A","1973",4861.804431,
"FRA","GDP","TOT","USD_CAP","A","1974",5489.987423,
"FRA","GDP","TOT","USD_CAP","A","1975",5912.114062,
"FRA","GDP","TOT","USD_CAP","A","1976",6479.615669,
"FRA","GDP","TOT","USD_CAP","A","1977",7086.852346,
"FRA","GDP","TOT","USD_CAP","A","1978",7851.850937,
"FRA","GDP","TOT","USD_CAP","A","1979",8764.274733,
"FRA","GDP","TOT","USD_CAP","A","1980",9656.446231,
"FRA","GDP","TOT","USD_CAP","A","1981",10611.749901,
"FRA","GDP","TOT","USD_CAP","A","1982",11483.426738,
"FRA","GDP","TOT","USD_CAP","A","1983",12022.372185,
"FRA","GDP","TOT","USD_CAP","A","1984",12577.524493,
"FRA","GDP","TOT","USD_CAP","A","1985",13125.455292,
"FRA","GDP","TOT","USD_CAP","A","1986",13635.791979,
"FRA","GDP","TOT","USD_CAP","A","1987",14267.158394,
"FRA","GDP","TOT","USD_CAP","A","1988",15377.572431,
"FRA","GDP","TOT","USD_CAP","A","1989",16573.029466,
"FRA","GDP","TOT","USD_CAP","A","1990",17591.212516,
"FRA","GDP","TOT","USD_CAP","A","1991",18273.660182,
"FRA","GDP","TOT","USD_CAP","A","1992",18895.23994,
"FRA","GDP","TOT","USD_CAP","A","1993",19143.286772,
"FRA","GDP","TOT","USD_CAP","A","1994",19934.969506,
"FRA","GDP","TOT","USD_CAP","A","1995",20700.010454,
"FRA","GDP","TOT","USD_CAP","A","1996",21302.589719,
"FRA","GDP","TOT","USD_CAP","A","1997",22234.43986,
"FRA","GDP","TOT","USD_CAP","A","1998",23336.331083,
"FRA","GDP","TOT","USD_CAP","A","1999",24265.640912,
"FRA","GDP","TOT","USD_CAP","A","2000",25989.467962,
"FRA","GDP","TOT","USD_CAP","A","2001",27445.684572,
"FRA","GDP","TOT","USD_CAP","A","2002",28522.599228,
"FRA","GDP","TOT","USD_CAP","A","2003",28112.784012,
"FRA","GDP","TOT","USD_CAP","A","2004",29048.520522,
"FRA","GDP","TOT","USD_CAP","A","2005",30397.871033,
"FRA","GDP","TOT","USD_CAP","A","2006",32291.072402,
"FRA","GDP","TOT","USD_CAP","A","2007",34060.58563,
"FRA","GDP","TOT","USD_CAP","A","2008",35169.697505,
"FRA","GDP","TOT","USD_CAP","A","2009",34825.471146,
"FRA","GDP","TOT","USD_CAP","A","2010",35920.863546,
"FRA","GDP","TOT","USD_CAP","A","2011",37353.202439,
"FRA","GDP","TOT","USD_CAP","A","2012",37499.310546,
"FRA","GDP","TOT","USD_CAP","A","2013",39236.084961,
"FRA","GDP","TOT","USD_CAP","A","2014",39356.685971,
"DEU","GDP","TOT","USD_CAP","A","1970",3964.629422,"E"
"DEU","GDP","TOT","USD_CAP","A","1971",4261.569567,"E"
"DEU","GDP","TOT","USD_CAP","A","1972",4615.460716,"E"
"DEU","GDP","TOT","USD_CAP","A","1973",5083.574554,"E"
"DEU","GDP","TOT","USD_CAP","A","1974",5587.919395,"E"
"DEU","GDP","TOT","USD_CAP","A","1975",6075.600115,"E"
"DEU","GDP","TOT","USD_CAP","A","1976",6757.378901,"E"
"DEU","GDP","TOT","USD_CAP","A","1977",7431.173941,"E"
"DEU","GDP","TOT","USD_CAP","A","1978",8200.908687,"E"
"DEU","GDP","TOT","USD_CAP","A","1979",9243.830728,"E"
"DEU","GDP","TOT","USD_CAP","A","1980",10193.491577,"E"
"DEU","GDP","TOT","USD_CAP","A","1981",11187.734625,"E"
"DEU","GDP","TOT","USD_CAP","A","1982",11847.418075,"E"
"DEU","GDP","TOT","USD_CAP","A","1983",12542.948458,"E"
"DEU","GDP","TOT","USD_CAP","A","1984",13401.994942,"E"
"DEU","GDP","TOT","USD_CAP","A","1985",14185.214494,"E"
"DEU","GDP","TOT","USD_CAP","A","1986",14798.237513,"E"
"DEU","GDP","TOT","USD_CAP","A","1987",15383.027628,"E"
"DEU","GDP","TOT","USD_CAP","A","1988",16427.90559,"E"
"DEU","GDP","TOT","USD_CAP","A","1989",17604.976315,"E"
"DEU","GDP","TOT","USD_CAP","A","1990",19049.240883,"E"
"DEU","GDP","TOT","USD_CAP","A","1991",20528.401597,
"DEU","GDP","TOT","USD_CAP","A","1992",21238.311772,
"DEU","GDP","TOT","USD_CAP","A","1993",21380.528918,
"DEU","GDP","TOT","USD_CAP","A","1994",22305.346766,
"DEU","GDP","TOT","USD_CAP","A","1995",23098.433348,
"DEU","GDP","TOT","USD_CAP","A","1996",23661.260939,
"DEU","GDP","TOT","USD_CAP","A","1997",24178.775516,
"DEU","GDP","TOT","USD_CAP","A","1998",24876.749216,
"DEU","GDP","TOT","USD_CAP","A","1999",25802.446141,
"DEU","GDP","TOT","USD_CAP","A","2000",26638.120302,
"DEU","GDP","TOT","USD_CAP","A","2001",27728.465072,
"DEU","GDP","TOT","USD_CAP","A","2002",28438.129709,
"DEU","GDP","TOT","USD_CAP","A","2003",29367.484077,
"DEU","GDP","TOT","USD_CAP","A","2004",30700.587909,
"DEU","GDP","TOT","USD_CAP","A","2005",32186.156219,
"DEU","GDP","TOT","USD_CAP","A","2006",34694.752131,
"DEU","GDP","TOT","USD_CAP","A","2007",36779.29817,
"DEU","GDP","TOT","USD_CAP","A","2008",38434.120245,
"DEU","GDP","TOT","USD_CAP","A","2009",37125.254166,
"DEU","GDP","TOT","USD_CAP","A","2010",39649.147113,
"DEU","GDP","TOT","USD_CAP","A","2011",42152.144742,
"DEU","GDP","TOT","USD_CAP","A","2012",42806.411836,
"DEU","GDP","TOT","USD_CAP","A","2013",44200.832791,
"DEU","GDP","TOT","USD_CAP","A","2014",45619.045792,
"GRC","GDP","TOT","USD_CAP","A","1970",3095.379235,"E"
"GRC","GDP","TOT","USD_CAP","A","1971",3492.528249,"E"
"GRC","GDP","TOT","USD_CAP","A","1972",3987.750907,"E"
"GRC","GDP","TOT","USD_CAP","A","1973",4524.64059,"E"
"GRC","GDP","TOT","USD_CAP","A","1974",4596.626151,"E"
"GRC","GDP","TOT","USD_CAP","A","1975",5292.526145,"E"
"GRC","GDP","TOT","USD_CAP","A","1976",5886.844603,"E"
"GRC","GDP","TOT","USD_CAP","A","1977",6338.39066,"E"
"GRC","GDP","TOT","USD_CAP","A","1978",7180.82987,"E"
"GRC","GDP","TOT","USD_CAP","A","1979",7929.606177,"E"
"GRC","GDP","TOT","USD_CAP","A","1980",8617.600469,"E"
"GRC","GDP","TOT","USD_CAP","A","1981",9193.71654,"E"
